CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents
"04/02/2018,1638,9S,2300 BRYANT AV,SHOOTING,Outside,FIREARM,732,WESTERN,Parkview/Woodbrook,-76.64861,39.31694,""(39.316940000000, -76.648610000000)"",Street,1"
"04/02/2018,16:50:00,4E,3000 WILKENS AVE,COMMON ASSAULT,I,OTHER,832,SOUTHWESTERN,Gwynns Falls,-76.66519,39.27591,""(39.275910000000, -76.665190000000)"",CONVENIENC,1"
"04/02/2018,16:50:00,4E,3000 WILKENS AVE,COMMON ASSAULT,I,OTHER,832,SOUTHWESTERN,Gwynns Falls,-76.66519,39.27591,""(39.275910000000, -76.665190000000)"",CONVENIENC,1"
"04/02/2018,16:48:00,4C,PAYSON ST & W LANVALE ST,AGG. ASSAULT,O,OTHER,722,WESTERN,Midtown-Edmondson,-76.64919,39.29749,""(39.297490000000, -76.649190000000)"",STREET,1"
"04/02/2018,16:45:00,6D,700 W 40TH ST,LARCENY FROM AUTO,O,,531,NORTHERN,Hampden,-76.62875,39.33717,""(39.337170000000, -76.628750000000)"",STREET,1"
"04/02/2018,16:42:00,6J,2300 W NORTH AVE,LARCENY,O,,731,WESTERN,Mondawmin,-76.65422,39.30962,""(39.309620000000, -76.654220000000)"",STREET,1"
"04/02/2018,16:30:00,4A,2300 BRYANT AVE,AGG. ASSAULT,O,FIREARM,732,WESTERN,Parkview/Woodbrook,-76.64861,39.31694,""(39.316940000000, -76.648610000000)"",STREET,1"
"04/02/2018,16:30:00,4C,2300 BRYANT AVE,AGG. ASSAULT,O,OTHER,732,WESTERN,Parkview/Woodbrook,-76.64861,39.31694,""(39.316940000000, -76.648610000000)"",STREET,1"
"04/02/2018,16:30:00,4E,0 N ROSEDALE ST,COMMON ASSAULT,I,OTHER,842,SOUTHWESTERN,Carroll-South Hilton,-76.66896,39.28604,""(39.286040000000, -76.668960000000)"",ROW/TOWNHO,1"
"04/02/2018,16:30:00,5A,0 N ROSEDALE ST,BURGLARY,I,,842,SOUTHWESTERN,Carroll-South Hilton,-76.66896,39.28604,""(39.286040000000, -76.668960000000)"",ROW/TOWNHO,1"
"04/02/2018,16:27:00,4E,600 WYANOKE AVE,COMMON ASSAULT,,OTHER,542,NORTHERN,Pen Lucy,-76.60738,39.33734,""(39.337340000000, -76.607380000000)"",,1"
"04/02/2018,16:14:00,3B,2400 LOYOLA NORTHWAY,ROBBERY - STREET,O,,533,NORTHERN,Greenspring,-76.65858,39.33864,""(39.338640000000, -76.658580000000)"",PORCH/DECK,1"
"04/02/2018,16:00:00,4C,2700 BEREA RD,AGG. ASSAULT,I,OTHER,922,SOUTHERN,Cherry Hill,-76.63307,39.25033,""(39.250330000000, -76.633070000000)"",ROW/TOWNHO,1"
"04/02/2018,16:00:00,4E,200 KANE ST,COMMON ASSAULT,I,OTHER,241,SOUTHEASTERN,Pulaski Industrial Area,-76.53604,39.29212,""(39.292120000000, -76.536040000000)"",APT/CONDO,1"
"04/02/2018,16:00:00,4E,4700 GRINDON AVE,COMMON ASSAULT,I,OTHER,421,NORTHEASTERN,Lauraville,-76.57423,39.34634,""(39.346340000000, -76.574230000000)"",OTHER/RESI,1"
"04/02/2018,16:00:00,6D,400 S EAST AVE,LARCENY FROM AUTO,,,231,SOUTHEASTERN,Highlandtown,-76.57155,39.28731,""(39.287310000000, -76.571550000000)"",,1"
"04/02/2018,16:00:00,6E,1200 E 25TH ST,LARCENY,O,,342,NORTHEASTERN,East Baltimore Midway,-76.59796,39.31723,""(39.317230000000, -76.597960000000)"",OTHER - OU,1"
"04/02/2018,16:00:00,7A,500 N MILTON AVE,AUTO THEFT,,,221,SOUTHEASTERN,McElderry Park,-76.58222,39.29687,""(39.296870000000, -76.582220000000)"",,1"
"04/02/2018,15:32:00,6C,600 E PRATT ST,LARCENY,I,,112,CENTRAL,Inner Harbor,-76.60781,39.2867,""(39.286700000000, -76.607810000000)"",OTHER - IN,1"
"04/02/2018,15:30:00,7A,1500 WAVERLY WAY,AUTO THEFT,O,,415,NORTHEASTERN,Loch Raven,-76.58494,39.36477,""(39.364770000000, -76.584940000000)"",PARKING LO,1"
"04/02/2018,15:00:00,4E,1200 EUTAW PL,COMMON ASSAULT,I,OTHER,132,CENTRAL,Madison Park,-76.62548,39.30319,""(39.303190000000, -76.625480000000)"",APT/CONDO,1"
"04/02/2018,15:00:00,6G,6500 HARTWAIT ST,LARCENY,I,,243,SOUTHEASTERN,Broening Manor,-76.53533,39.27444,""(39.274440000000, -76.535330000000)"",ROW/TOWNHO,1"
"04/02/2018,15:00:00,7A,3200 LEEDS ST,AUTO THEFT,I,,842,SOUTHWESTERN,Carroll-South Hilton,-76.67113,39.28308,""(39.283080000000, -76.671130000000)"",SCHOOL,1"
"04/02/2018,14:41:00,4C,300 S STRICKER ST,AGG. ASSAULT,I,OTHER,935,SOUTHERN,New Southwest/Mount Clare,-76.64074,39.28398,""(39.283980000000, -76.640740000000)"",ROW/TOWNHO,1"
"04/02/2018,14:30:00,6C,1200 DARLEY AVE,LARCENY,I,,342,EASTERN,East Baltimore Midway,-76.59811,39.31569,""(39.315690000000, -76.598110000000)"",CONVENIENC,1"
"04/02/2018,14:30:00,6C,0 S PACA ST,LARCENY,I,,121,CENTRAL,University Of Maryland,-76.62225,39.28833,""(39.288330000000, -76.622250000000)"",CONVENIENC,1"
"04/02/2018,14:27:00,5A,3500 WOODRING AVE,BURGLARY,I,,424,NORTHEASTERN,North Harford Road,-76.53979,39.36081,""(39.360810000000, -76.539790000000)"",ROW/TOWNHO,1"
"04/02/2018,14:26:00,4E,5900 GLENOAK AVE,COMMON ASSAULT,,OTHER,425,NORTHEASTERN,Glenham-Belhar,-76.55199,39.3532,""(39.353200000000, -76.551990000000)"",,1"
"04/02/2018,14:10:00,4E,1100 W BALTIMORE ST,COMMON ASSAULT,I,OTHER,931,WESTERN,Hollins Market,-76.63624,39.28862,""(39.288620000000, -76.636240000000)"",OTHER - IN,1"
"04/02/2018,13:30:00,6E,700 POPLAR GROVE ST,LARCENY,O,,814,SOUTHWESTERN,Franklintown Road,-76.66504,39.296,""(39.296000000000, -76.665040000000)"",STREET,1"
"04/02/2018,13:00:00,4C,4600 SEIFERT AVE,AGG. ASSAULT,I,OTHER,444,NORTHEASTERN,Frankford,-76.5469,39.3344,""(39.334400000000, -76.546900000000)"",SINGLE HOU,1"
"04/02/2018,13:00:00,4E,4600 SEIFERT AVE,COMMON ASSAULT,I,OTHER,444,NORTHEASTERN,Frankford,-76.5469,39.3344,""(39.334400000000, -76.546900000000)"",SINGLE HOU,1"
"04/02/2018,13:00:00,4F,2500 W NORTH AVE,ASSAULT BY THREAT,I,,731,WESTERN,Mondawmin,-76.65733,39.30951,""(39.309510000000, -76.657330000000)"",SCHOOL,1"
"04/02/2018,13:00:00,6B,AV & POTEE ST,LARCENY,O,,913,SOUTHERN,Brooklyn,-76.61207,39.23675,""(39.236750000000, -76.612070000000)"",STREET,1"
"04/02/2018,13:00:00,6E,1600 N BROADWAY,LARCENY,O,,343,EASTERN,Oliver,-76.59508,39.30883,""(39.308830000000, -76.595080000000)"",STREET,1"
"04/02/2018,12:30:00,6H,CROSS ST & LIGHT ST,LARCENY,O,,942,SOUTHERN,Federal Hill,-76.61234,39.27704,""(39.277040000000, -76.612340000000)"",STREET,1"
"04/02/2018,12:02:00,4F,700 N AUGUSTA AVE,ASSAULT BY THREAT,I,,844,SOUTHWESTERN,Edmondson Village,-76.6851,39.29566,""(39.295660000000, -76.685100000000)"",ROW/TOWNHO,1"
"04/02/2018,12:01:00,7A,AV & SUMMERFIELD AV,AUTO THEFT,O,,444,NORTHEASTERN,Frankford,-76.54461,39.33203,""(39.332030000000, -76.544610000000)"",STREET,1"
"04/02/2018,12:00:00,5D,700 MCCULLOH ST,BURGLARY,I,,143,CENTRAL,Seton Hill,-76.6224,39.29807,""(39.298070000000, -76.622400000000)"",OTHER - IN,1"
"04/02/2018,12:00:00,6J,2500 PENNSYLVANIA AVE,LARCENY,O,,733,WESTERN,Penn North,-76.64277,39.31033,""(39.310330000000, -76.642770000000)"",STREET,1"
"04/02/2018,12:00:00,7A,5200 LEITH RD,AUTO THEFT,,,413,NORTHEASTERN,New Northwood,-76.59121,39.35357,""(39.353570000000, -76.591210000000)"",,1"
"04/02/2018,12:00:00,7A,1500 W LAFAYETTE AVE,AUTO THEFT,O,,743,WESTERN,Sandtown-Winchester,-76.64227,39.29894,""(39.298940000000, -76.642270000000)"",STREET,1"
"04/02/2018,11:26:00,4B,1800 ORLEANS ST,AGG. ASSAULT,O,KNIFE,321,EASTERN,Dunbar-Broadway,-76.59129,39.29529,""(39.295290000000, -76.591290000000)"",STREET,1"
"04/02/2018,11:23:00,6C,3500 BOSTON ST,LARCENY,I,,233,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,""(39.277050000000, -76.566940000000)"",DEPARTMENT,1"
"04/02/2018,11:14:00,3AJF,500 N STRICKER ST,ROBBERY - CARJACKING,O,FIREARM,713,WESTERN,Harlem Park,-76.64131,39.29417,""(39.294170000000, -76.641310000000)"",STREET,1"
"04/02/2018,11:03:00,6J,2100 HAINES ST,LARCENY,I,,941,SOUTHERN,Carroll - Camden Industri,-76.62815,39.27199,""(39.271990000000, -76.628150000000)"",MOBILE HOM,1"
"04/02/2018,11:02:00,4E,1200 N EDEN ST,COMMON ASSAULT,I,OTHER,343,EASTERN,Oliver,-76.5995,39.30466,""(39.304660000000, -76.599500000000)"",ROW/TOWNHO,1"
"04/02/2018,11:00:00,4D,900 PENNSYLVANIA AVE,AGG. ASSAULT,I,HANDS,121,CENTRAL,Heritage Crossing,-76.62653,39.29692,""(39.296920000000, -76.626530000000)"",APT/CONDO,1"
"04/02/2018,11:00:00,4D,5800 REISTERSTOWN RD,AGG. ASSAULT,,HANDS,631,NORTHWESTERN,Reisterstown Station,-76.69421,39.35043,""(39.350430000000, -76.694210000000)"",,1"
"04/02/2018,11:00:00,5A,800 HILLMAN CT,BURGLARY,I,,312,EASTERN,Oldtown,-76.60535,39.29994,""(39.299940000000, -76.605350000000)"",PUBLIC HOU,1"
"04/02/2018,11:00:00,6E,3600 REISTERSTOWN RD,LARCENY,O,,612,NORTHWESTERN,Park Circle,-76.66078,39.32964,""(39.329640000000, -76.660780000000)"",STREET,1"
"04/02/2018,10:39:00,6C,3500 BOSTON ST,LARCENY,I,,233,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,""(39.277050000000, -76.566940000000)"",RETAIL/SMA,1"
"04/02/2018,10:33:00,5A,100 N BROADWAY,BURGLARY,I,,212,SOUTHEASTERN,Washington Hill,-76.5941,39.29296,""(39.292960000000, -76.594100000000)"",APT/CONDO,1"
"04/02/2018,10:10:00,4E,300 MASON CT,COMMON ASSAULT,I,OTHER,211,SOUTHEASTERN,Perkins Homes,-76.5958,39.28716,""(39.287160000000, -76.595800000000)"",ROW/TOWNHO,1"
"04/02/2018,10:00:00,4E,400 S BEECHFIELD AVE,COMMON ASSAULT,I,OTHER,833,SOUTHWESTERN,Yale Heights,-76.69385,39.27893,""(39.278930000000, -76.693850000000)"",ROW/TOWNHO,1"
"04/02/2018,10:00:00,6E,4100 W BELVEDERE AVE,LARCENY,O,,623,NORTHWESTERN,Woodmere,-76.68361,39.34287,""(39.342870000000, -76.683610000000)"",STREET,1"
"04/02/2018,09:59:00,4E,4600 EDMONDSON AVE,COMMON ASSAULT,I,OTHER,822,SOUTHWESTERN,Hunting Ridge,-76.69559,39.29339,""(39.293390000000, -76.695590000000)"",CHAIN FOOD,1"
"04/02/2018,09:50:00,3AF,1400 WASHINGTON BLVD,ROBBERY - STREET,O,FIREARM,932,SOUTHERN,Washington Village/Pigtow,-76.63736,39.27906,""(39.279060000000, -76.637360000000)"",STREET,1"
"04/02/2018,09:47:00,6C,900 N CHARLES ST,LARCENY,I,,142,CENTRAL,Mount Vernon,-76.61589,39.30063,""(39.300630000000, -76.615890000000)"",WHOLESALE/,1"
"04/02/2018,09:25:00,4E,0 N BRUCE ST,COMMON ASSAULT,I,OTHER,711,WESTERN,Franklin Square,-76.64455,39.28855,""(39.288550000000, -76.644550000000)"",ROW/TOWNHO,1"
"04/02/2018,09:25:00,4E,0 N BRUCE ST,COMMON ASSAULT,I,OTHER,711,WESTERN,Franklin Square,-76.64455,39.28855,""(39.288550000000, -76.644550000000)"",ROW/TOWNHO,1"
"04/02/2018,0855,1O,5400 PLAINFIELD AV,HOMICIDE,Inside,OTHER,444,NORTHEASTERN,Frankford,-76.546,39.33518,""(39.335180000000, -76.546000000000)"",Dwelling,1"
"04/02/2018,08:50:00,5C,300 FONTHILL AVE,BURGLARY,I,,842,SOUTHWESTERN,Carroll-South Hilton,-76.66313,39.28023,""(39.280230000000, -76.663130000000)"",ROW/TOWNHO,1"
"04/02/2018,08:50:00,6C,900 N CHARLES ST,LARCENY,I,,142,CENTRAL,Mount Vernon,-76.61589,39.30063,""(39.300630000000, -76.615890000000)"",DRUG STORE,1"
"04/02/2018,08:34:00,4C,400 S CHAPELGATE LN,AGG. ASSAULT,I,OTHER,833,SOUTHWESTERN,Beechfield,-76.69914,39.27895,""(39.278950000000, -76.699140000000)"",ROW/TOWNHO,1"
"04/02/2018,08:05:00,6D,5500 THE ALAMEDA,LARCENY FROM AUTO,O,,523,NORTHERN,Cameron Village,-76.59661,39.3558,""(39.355800000000, -76.596610000000)"",STREET,1"
"04/02/2018,08:00:00,7A,3100 MCELDERRY ST,AUTO THEFT,,,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57353,39.29805,""(39.298050000000, -76.573530000000)"",,1"
"04/02/2018,07:55:00,7A,4500 PARKMONT AVE,AUTO THEFT,O,,445,NORTHEASTERN,Cedmont,-76.53205,39.34647,""(39.346470000000, -76.532050000000)"",STREET,1"
"04/02/2018,07:30:00,5B,100 S CULVER ST,BURGLARY,I,,842,SOUTHWESTERN,Saint Josephs,-76.67936,39.28423,""(39.284230000000, -76.679360000000)"",ROW/TOWNHO,1"
"04/02/2018,07:30:00,6D,3300 CARLISLE AVE,LARCENY FROM AUTO,,,641,NORTHWESTERN,Hanlon-Longwood,-76.67324,39.3194,""(39.319400000000, -76.673240000000)"",,1"
"04/02/2018,06:59:00,5E,4400 EDMONDSON AVE,BURGLARY,I,,822,SOUTHWESTERN,Rognel Heights,-76.69068,39.29357,""(39.293570000000, -76.690680000000)"",RESTAURANT,1"
"04/02/2018,05:57:00,4E,2700 HUNTINGDON AVE,COMMON ASSAULT,,OTHER,511,NORTHERN,Remington,-76.6222,39.31995,""(39.319950000000, -76.622200000000)"",,1"
"04/02/2018,05:00:00,6D,1000 E NORTHERN PKWY,LARCENY FROM AUTO,O,,523,NORTHERN,Chinquapin Park,-76.60131,39.36523,""(39.365230000000, -76.601310000000)"",STREET,1"
"04/02/2018,05:00:00,6D,300 N WARWICK AVE,LARCENY FROM AUTO,I,,842,SOUTHWESTERN,Penrose/Fayette Street Ou,-76.65621,39.29212,""(39.292120000000, -76.656210000000)"",CONSTRUCTI,1"
"04/02/2018,04:56:00,3K,3100 W NORTH AVE,ROBBERY - RESIDENCE,I,,811,SOUTHWESTERN,Walbrook,-76.66952,39.30906,""(39.309060000000, -76.669520000000)"",ROW/TOWNHO,1"
"04/02/2018,04:30:00,5E,3200 SAINT PAUL ST,BURGLARY,I,,512,NORTHERN,Charles Village,-76.61605,39.32727,""(39.327270000000, -76.616050000000)"",OTHER - IN,1"
"04/02/2018,04:01:00,4D,2300 SEAMON AVE,AGG. ASSAULT,I,HANDS,922,SOUTHERN,Cherry Hill,-76.62449,39.25328,""(39.253280000000, -76.624490000000)"",APT/CONDO,1"
"04/02/2018,0336,1F,5700 MORAVIA RD,HOMICIDE,Outside,FIREARM,443,NORTHEASTERN,Frankford,-76.54723,39.31961,""(39.319610000000, -76.547230000000)"",Street,1"
"04/02/2018,03:30:00,4E,2100 FLEET ST,COMMON ASSAULT,I,OTHER,232,SOUTHEASTERN,Canton,-76.58665,39.28486,""(39.284860000000, -76.586650000000)"",ROW/TOWNHO,1"
"04/02/2018,03:30:00,7A,1700 FLEET ST,AUTO THEFT,O,,213,SOUTHEASTERN,Fells Point,-76.59225,39.28457,""(39.284570000000, -76.592250000000)"",STREET,1"
"04/02/2018,03:00:00,4E,GROVE ST & EDMONDSON AV,COMMON ASSAULT,O,OTHER,721,SOUTHWESTERN,Franklintown Road,-76.66492,39.29447,""(39.294470000000, -76.664920000000)"",STREET,1"
"04/02/2018,02:40:00,5D,1000 S CHARLES ST,BURGLARY,I,,942,SOUTHERN,Federal Hill,-76.61441,39.27802,""(39.278020000000, -76.614410000000)"",CONVENIENC,1"
"04/02/2018,02:36:00,4C,3500 W LEXINGTON ST,AGG. ASSAULT,O,OTHER,843,SOUTHWESTERN,Allendale,-76.67647,39.29055,""(39.290550000000, -76.676470000000)"",STREET,1"
"04/02/2018,02:11:00,5D,100 N HILTON ST,BURGLARY,I,,842,SOUTHWESTERN,Carroll-South Hilton,-76.67235,39.28751,""(39.287510000000, -76.672350000000)"",SCHOOL,1"
"04/02/2018,02:00:00,5A,700 DENISON ST,BURGLARY,I,,844,SOUTHWESTERN,Edgewood,-76.67392,39.29566,""(39.295660000000, -76.673920000000)"",ROW/TOWNHO,1"
"04/02/2018,01:45:00,6D,4400 E MONUMENT ST,LARCENY FROM AUTO,O,,333,EASTERN,Orangeville,-76.56017,39.29968,""(39.299680000000, -76.560170000000)"",STREET,1"
"04/02/2018,01:35:00,4E,300 N STRICKER ST,COMMON ASSAULT,O,OTHER,711,WESTERN,Franklin Square,-76.64122,39.29221,""(39.292210000000, -76.641220000000)"",STREET,1"
"04/02/2018,01:05:00,3AF,3900 CLARINTH RD,ROBBERY - STREET,O,FIREARM,631,NORTHWESTERN,Fallstaff,-76.70435,39.36022,""(39.360220000000, -76.704350000000)"",STREET,1"
"04/02/2018,01:02:00,5D,3300 CARLISLE AVE,BURGLARY,I,,641,NORTHWESTERN,Hanlon-Longwood,-76.67324,39.3194,""(39.319400000000, -76.673240000000)"",SCHOOL,1"
"04/02/2018,01:00:00,6G,4300 SHAMROCK AVE,LARCENY,,,442,NORTHEASTERN,Belair-Edison,-76.56191,39.32564,""(39.325640000000, -76.561910000000)"",,1"
"04/02/2018,00:59:00,6D,2900 W LANVALE ST,LARCENY FROM AUTO,O,,814,SOUTHWESTERN,Franklintown Road,-76.66607,39.29707,""(39.297070000000, -76.666070000000)"",STREET,1"
"04/02/2018,00:59:00,6D,2900 W LANVALE ST,LARCENY FROM AUTO,O,,814,SOUTHWESTERN,Franklintown Road,-76.66607,39.29707,""(39.297070000000, -76.666070000000)"",STREET,1"
"04/02/2018,00:25:00,4C,3100 ELLERSLIE AVE,AGG. ASSAULT,O,OTHER,513,NORTHERN,Better Waverly,-76.60443,39.3262,""(39.326200000000, -76.604430000000)"",STREET,1"
"04/02/2018,00:00:00,4E,200 DIENER PL,COMMON ASSAULT,I,OTHER,843,SOUTHWESTERN,Irvington,-76.68761,39.2831,""(39.283100000000, -76.687610000000)"",APT/CONDO,1"
"04/02/2018,00:00:00,5A,1300 MCHENRY ST,BURGLARY,,,935,SOUTHERN,New Southwest/Mount Clare,-76.63875,39.28456,""(39.284560000000, -76.638750000000)"",,1"
"04/02/2018,00:00:00,6D,6000 AMBERWOOD RD,LARCENY FROM AUTO,O,,443,NORTHEASTERN,Frankford,-76.54331,39.31635,""(39.316350000000, -76.543310000000)"",PARKING LO,1"
"04/02/2018,00:00:00,6J,3300 E NORTHERN PKWY,LARCENY,O,,424,NORTHEASTERN,North Harford Road,-76.54312,39.36025,""(39.360250000000, -76.543120000000)"",PORCH/DECK,1"
"04/01/2018,23:45:00,4E,1200 STEELTON AVE,COMMON ASSAULT,I,OTHER,243,SOUTHEASTERN,Graceland Park,-76.53618,39.27962,""(39.279620000000, -76.536180000000)"",ROW/TOWNHO,1"
"04/01/2018,23:40:00,4C,400 WALTON CT,AGG. ASSAULT,,OTHER,123,CENTRAL,Upton,-76.62508,39.29967,""(39.299670000000, -76.625080000000)"",,1"
"04/01/2018,23:15:00,6C,2700 WASHINGTON BLVD,LARCENY,I,,831,SOUTHWESTERN,Morrell Park,-76.65493,39.26449,""(39.264490000000, -76.654930000000)"",CONVENIENC,1"
"04/01/2018,23:02:00,4B,1200 N WOODINGTON RD,AGG. ASSAULT,I,KNIFE,844,SOUTHWESTERN,Edmondson Village,-76.68706,39.30142,""(39.301420000000, -76.687060000000)"",OTHER/RESI,1"
"04/01/2018,22:50:00,6D,7100 MCCLEAN BLVD,LARCENY FROM AUTO,O,,423,NORTHEASTERN,Hamilton Hills,-76.56704,39.37137,""(39.371370000000, -76.567040000000)"",PARKING LO,1"
"04/01/2018,22:30:00,3M,0 S CHARLES ST,ROBBERY - COMMERCIAL,I,,111,CENTRAL,Downtown,-76.61503,39.28854,""(39.288540000000, -76.615030000000)"",PARKING LO,1"
"04/01/2018,21:45:00,4E,400 MANSE CT,COMMON ASSAULT,O,OTHER,123,CENTRAL,Upton,-76.6259,39.30218,""(39.302180000000, -76.625900000000)"",STREET,1"
"04/01/2018,21:44:00,3JK,2300 SEAMON AVE,ROBBERY - RESIDENCE,I,KNIFE,922,SOUTHERN,Cherry Hill,-76.62475,39.2534,""(39.253400000000, -76.624750000000)"",ROW/TOWNHO,1"
"04/01/2018,21:35:00,4E,1600 E 25TH ST,COMMON ASSAULT,I,OTHER,342,EASTERN,Darley Park,-76.59454,39.31634,""(39.316340000000, -76.594540000000)"",ROW/TOWNHO,1"
"04/01/2018,21:20:00,3JF,300 LYNDHURST ST,ROBBERY - RESIDENCE,I,FIREARM,843,SOUTHWESTERN,Allendale,-76.68041,39.29092,""(39.290920000000, -76.680410000000)"",ROW/TOWNHO,1"
"04/01/2018,21:00:00,4D,1500 W PATAPSCO AVE,AGG. ASSAULT,O,HANDS,922,SOUTHERN,Cherry Hill,-76.63992,39.24922,""(39.249220000000, -76.639920000000)"",STREET,1"
"04/01/2018,21:00:00,6G,2700 WOODVIEW RD,LARCENY,I,,922,SOUTHERN,Cherry Hill,-76.62687,39.24879,""(39.248790000000, -76.626870000000)"",ROW/TOWNHO,1"
"04/01/2018,20:53:00,7A,GARRISON AV & REISTERSTOWN RD,AUTO THEFT,O,,613,NORTHWESTERN,Lucille Park,-76.6823,39.34213,""(39.342130000000, -76.682300000000)"",GAS STATIO,1"
"04/01/2018,20:40:00,4E,1500 ARGYLE AVE,COMMON ASSAULT,O,OTHER,123,CENTRAL,Upton,-76.63371,39.30129,""(39.301290000000, -76.633710000000)"",STREET,1"
04/01/2018,20:40:00,4E,,COMMON ASSAULT,I,OTHER,541,NORTHERN,,,,,OTHER/RESI,1
"04/01/2018,20:30:00,6E,2400 E LANVALE ST,LARCENY,O,,331,EASTERN,Broadway East,-76.58362,39.31007,""(39.310070000000, -76.583620000000)"",STREET,1"
04/01/2018,20:20:00,6C,,LARCENY,I,,943,SOUTHERN,,,,,GROCERY/CO,1
"04/01/2018,20:00:00,6E,2800 WOODBROOK AVE,LARCENY,O,,732,WESTERN,Parkview/Woodbrook,-76.64578,39.31402,""(39.314020000000, -76.645780000000)"",STREET,1"
"04/01/2018,1945,9S,2900 BELMONT AV,SHOOTING,Outside,FIREARM,813,SOUTHWESTERN,Northwest Community Actio,-76.66598,39.30352,""(39.303520000000, -76.665980000000)"",Street,1"
"04/01/2018,19:58:00,4A,600 E FAYETTE ST,AGG. ASSAULT,,FIREARM,111,CENTRAL,Downtown,-76.6077,39.29061,""(39.290610000000, -76.607700000000)"",,1"
"04/01/2018,19:40:00,4C,2100 EAGLE ST,AGG. ASSAULT,I,OTHER,841,SOUTHWESTERN,Carrollton Ridge,-76.64927,39.28038,""(39.280380000000, -76.649270000000)"",OTHER/RESI,1"
"04/01/2018,19:23:00,4E,500 W PRESTON ST,COMMON ASSAULT,O,OTHER,123,CENTRAL,Upton,-76.62678,39.29869,""(39.298690000000, -76.626780000000)"",STREET,1"
"04/01/2018,19:10:00,6E,3200 GRAYSON ST,LARCENY,,,813,SOUTHWESTERN,Rosemont,-76.67148,39.30633,""(39.306330000000, -76.671480000000)"",,1"
"04/01/2018,19:10:00,6J,BL & WABASH AV,LARCENY,O,,623,NORTHWESTERN,West Arlington,-76.68311,39.3412,""(39.341200000000, -76.683110000000)"",STREET,1"
"04/01/2018,19:00:00,6D,5000 BROADMOOR RD,LARCENY FROM AUTO,,,523,NORTHERN,Homeland,-76.61485,39.35407,""(39.354070000000, -76.614850000000)"",,1"
"04/01/2018,19:00:00,7A,AV & BRADHURST RD,AUTO THEFT,O,,523,NORTHERN,Mid-Govans,-76.60495,39.35901,""(39.359010000000, -76.604950000000)"",STREET,1"
"04/01/2018,18:39:00,4D,1600 THAMES ST,AGG. ASSAULT,,HANDS,213,SOUTHEASTERN,Fells Point,-76.59322,39.28178,""(39.281780000000, -76.593220000000)"",,1"
"04/01/2018,18:30:00,6C,4500 FALLS RD,LARCENY,I,,541,NORTHERN,Roland Park,-76.64051,39.34426,""(39.344260000000, -76.640510000000)"",CONVENIENC,1"
"04/01/2018,18:30:00,6C,1600 RAMBLEWOOD RD,LARCENY,I,,415,NORTHEASTERN,Loch Raven,-76.58499,39.36,""(39.360000000000, -76.584990000000)"",CONVENIENC,1"
"04/01/2018,18:30:00,6E,1600 RAMBLEWOOD RD,LARCENY,O,,415,NORTHEASTERN,Loch Raven,-76.58499,39.36,""(39.360000000000, -76.584990000000)"",STREET,1"
"04/01/2018,18:20:00,3AF,900 BAYARD ST,ROBBERY - STREET,O,FIREARM,935,SOUTHERN,Carroll Park,-76.63863,39.28099,""(39.280990000000, -76.638630000000)"",PARK,1"
"04/01/2018,18:18:00,4E,1700 E EAGER ST,COMMON ASSAULT,I,OTHER,321,EASTERN,Middle East,-76.59332,39.30188,""(39.301880000000, -76.593320000000)"",APT/CONDO,1"
"04/01/2018,18:12:00,4E,2800 CARVER RD,COMMON ASSAULT,I,OTHER,922,SOUTHERN,Cherry Hill,-76.62608,39.24729,""(39.247290000000, -76.626080000000)"",APT/CONDO,1"
"04/01/2018,18:00:00,4C,4800 BAYONNE AVE,AGG. ASSAULT,O,OTHER,444,NORTHEASTERN,Frankford,-76.53421,39.34091,""(39.340910000000, -76.534210000000)"",STREET,1"
"04/01/2018,18:00:00,7A,900 SEAGULL AVE,AUTO THEFT,O,,922,SOUTHERN,Cherry Hill,-76.62192,39.24409,""(39.244090000000, -76.621920000000)"",STREET,1"
"04/01/2018,17:30:00,3AF,100 N BRUCE ST,ROBBERY - STREET,O,FIREARM,711,WESTERN,Franklin Square,-76.64461,39.28963,""(39.289630000000, -76.644610000000)"",STREET,1"
"04/01/2018,17:16:00,6E,2700 E MONUMENT ST,LARCENY,O,,221,EASTERN,McElderry Park,-76.57855,39.29896,""(39.298960000000, -76.578550000000)"",STREET,1"
"04/01/2018,17:14:00,4E,FAIRMOUNT AV & N ELLWOOD AV,COMMON ASSAULT,O,OTHER,222,SOUTHEASTERN,Patterson Park Neighborho,-76.57341,39.29345,""(39.293450000000, -76.573410000000)"",OTHER - OU,1"
"04/01/2018,16:30:00,6G,900 LEADENHALL ST,LARCENY,I,,941,SOUTHERN,Sharp-Leadenhall,-76.61703,39.27859,""(39.278590000000, -76.617030000000)"",APT/CONDO,1"
"04/01/2018,16:30:00,6J,5400 FREDERICK AVE,LARCENY,O,,823,SOUTHWESTERN,Westgate,-76.70776,39.27919,""(39.279190000000, -76.707760000000)"",PORCH/DECK,1"
"04/01/2018,16:00:00,7A,2500 SIDNEY AVE,AUTO THEFT,O,,922,SOUTHERN,Cherry Hill,-76.63545,39.25919,""(39.259190000000, -76.635450000000)"",STREET,1"
